Zona;Contrato;Uso;Direccion Suministro;Contador;Diametro;F.Instalacion;Marca;Emplazamiento;Edad
"	Z026";274531;DOMÉSTICO;C/SAN CRISTOBAL, Nº 11, Plt 2º, DH;42097;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274533;DOMÉSTICO;C/SAN CRISTOBAL, Nº 11, Plt 2º, IZ;43207;15;09/03/2021;Sin Determinar;Sin determinar;3
"	Z026";275586;DOMÉSTICO;C/SAN CRISTOBAL, Nº 11, Plt 3º, DH;42091;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275122;DOMÉSTICO;C/SAN CRISTOBAL, Nº 11, Plt 3º, IZ;40863;15;17/04/2022;Sin Determinar;Sin determinar;2
"	Z026";266953;DOMÉSTICO;C/SAN CRISTOBAL, Nº 11, Plt BAJO, DH;42116;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274861;INDUSTRIAL;C/SAN CRISTOBAL, Nº 11, Plt BAJO, IZ;42111;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274495;DOMÉSTICO;C/SAN CRISTOBAL, Nº 12, Plt 1º, DH;42132;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274494;DOMÉSTICO;C/SAN CRISTOBAL, Nº 12, Plt 1º, IZ;43208;15;09/03/2021;Sin Determinar;Sin determinar;3
"	Z026";59227;DOMÉSTICO;C/SAN CRISTOBAL, Nº 12, Plt 2º, DH;42131;15;31/07/2023;Sin Determinar;Sin determinar;1
"	Z026";274493;DOMÉSTICO;C/SAN CRISTOBAL, Nº 12, Plt 2º, IZ;42079;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267317;DOMÉSTICO;C/SAN CRISTOBAL, Nº 12, Plt 3º, DH;42135;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9936822;DOMÉSTICO;C/SAN CRISTOBAL, Nº 12, Plt 3º, IZ;42112;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274498;DOMÉSTICO;C/SAN CRISTOBAL, Nº 12, Plt 4º, DH;42117;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268484;DOMÉSTICO;C/SAN CRISTOBAL, Nº 12, Plt 4º, IZ;42109;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267101;INDUSTRIAL;C/SAN CRISTOBAL, Nº 12, Plt BAJO, DH;42113;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274490;INDUSTRIAL;C/SAN CRISTOBAL, Nº 12, Plt BAJO, IZ;42114;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268918;DOMÉSTICO;C/SAN CRISTOBAL, Nº 14, -CP-;42081;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59071;DOMÉSTICO;C/SAN CRISTOBAL, Nº 14, Plt 1º, DH;42083;15;01/07/2021;Sin Determinar;Sin determinar;3
"	Z026";274504;DOMÉSTICO;C/SAN CRISTOBAL, Nº 14, Plt 1º, IZ;42088;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268123;DOMÉSTICO;C/SAN CRISTOBAL, Nº 14, Plt 2º, DH;42085;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268260;DOMÉSTICO;C/SAN CRISTOBAL, Nº 14, Plt 2º, IZ;42102;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274507;DOMÉSTICO;C/SAN CRISTOBAL, Nº 14, Plt 3º, DH;42082;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268439;DOMÉSTICO;C/SAN CRISTOBAL, Nº 14, Plt 3º, IZ;42080;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268473;DOMÉSTICO;C/SAN CRISTOBAL, Nº 14, Plt 4º, IZ;42086;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";3047676;COMERCIAL;C/SAN CRISTOBAL, Nº 14, Plt BAJO, DH;43209;15;09/03/2021;Sin Determinar;Sin determinar;3
"	Z026";3033628;COMERCIAL;C/SAN CRISTOBAL, Nº 14, Plt BAJO, IZ;42087;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9357733;DOMÉSTICO;C/SAN CRISTOBAL, Nº 16, -CP-;42108;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274514;DOMÉSTICO;C/SAN CRISTOBAL, Nº 16, Plt 1º, DH;42095;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274515;DOMÉSTICO;C/SAN CRISTOBAL, Nº 16, Plt 2º, DH;42187;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274512;DOMÉSTICO;C/SAN CRISTOBAL, Nº 16, Plt 2º, IZ;42093;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";58916;DOMÉSTICO;C/SAN CRISTOBAL, Nº 16, Plt 3º, DH;42089;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274511;DOMÉSTICO;C/SAN CRISTOBAL, Nº 16, Plt 3º, IZ;42090;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267546;DOMÉSTICO;C/SAN CRISTOBAL, Nº 16, Plt 4º, DH;42092;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268465;DOMÉSTICO;C/SAN CRISTOBAL, Nº 16, Plt 4º, IZ;42094;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267278;INDUSTRIAL;C/SAN CRISTOBAL, Nº 16, Plt BAJO;42096;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274522;DOMÉSTICO;C/SAN CRISTOBAL, Nº 18, Plt 1º, DH;42294;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9147621;DOMÉSTICO;C/SAN CRISTOBAL, Nº 18, Plt 1º, IZ;42292;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59271;DOMÉSTICO;C/SAN CRISTOBAL, Nº 18, Plt 2º, DH;42287;15;25/10/2024;Sin Determinar;Sin determinar;0
"	Z026";9910248;DOMÉSTICO;C/SAN CRISTOBAL, Nº 18, Plt 2º, IZ;42284;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274524;DOMÉSTICO;C/SAN CRISTOBAL, Nº 18, Plt 3º, DH;42283;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9936767;DOMÉSTICO;C/SAN CRISTOBAL, Nº 18, Plt 3º, IZ;42286;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268192;DOMÉSTICO;C/SAN CRISTOBAL, Nº 18, Plt 4º, DH;42290;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273745;DOMÉSTICO;C/SAN CRISTOBAL, Nº 18, Plt 4º, IZ;42291;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";58967;DOMÉSTICO;C/SAN CRISTOBAL, Nº 18, Plt BAJO, DH;42285;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275110;INDUSTRIAL;C/SAN CRISTOBAL, Nº 18, Plt BAJO, IZ;42293;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275335;DOMÉSTICO;C/SAN CRISTOBAL, Nº 20, Plt BAJO;43357;15;01/10/2021;Sin Determinar;Sin determinar;3
"	Z026";9822571;DOMÉSTICO;C/SAN CRISTOBAL, Nº 3;41773;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267127;DOMÉSTICO;C/SAN CRISTOBAL, Nº 4;41768;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275724;OBRAS;C/SAN CRISTOBAL, Nº 6, Plt BAJO;286;13;30/04/2019;Sin Determinar;Sin determinar;5
"	Z026";275106;DOMÉSTICO;C/SAN CRISTOBAL, Nº 9, -CP-;42184;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274526;DOMÉSTICO;C/SAN CRISTOBAL, Nº 9, Plt 1º, DH;42183;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267181;DOMÉSTICO;C/SAN CRISTOBAL, Nº 9, Plt 1º, IZ;42185;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274530;DOMÉSTICO;C/SAN CRISTOBAL, Nº 9, Plt 2º, DH;42177;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268370;DOMÉSTICO;C/SAN CRISTOBAL, Nº 9, Plt 2º, IZ;42180;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59217;DOMÉSTICO;C/SAN CRISTOBAL, Nº 9, Plt 3º, DH;42182;15;01/07/2023;Sin Determinar;Sin determinar;1
"	Z026";8556669;COMERCIAL;C/SAN CRISTOBAL, Nº 9, Plt BAJO;42178;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275099;INDUSTRIAL;C/SAN CRISTOBAL, Nº 9, Plt BAJO, DH;43206;15;09/03/2021;Sin Determinar;Sin determinar;3
"	Z026";275095;INDUSTRIAL;C/SAN CRISTOBAL, Nº 9, Plt BAJO, IZ;42181;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274323;DOMÉSTICO;C/SAN JERONIMO, Nº, 1 -1 IZ;42375;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274324;DOMÉSTICO;C/SAN JERONIMO, Nº, 1 -2 DA;42376;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9467716;DOMÉSTICO;C/SAN JERONIMO, Nº, 1 -BJ DA;42371;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9933117;DOMÉSTICO;C/SAN JERONIMO, Nº, 1 -BJ IZ;42369;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267195;DOMÉSTICO;C/SAN JERONIMO, Nº, 3 -BJ IZ;42367;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274334;DOMÉSTICO;C/SAN JERONIMO, Nº, 5 -1 DA;43181;15;25/02/2021;Sin Determinar;Sin determinar;3
"	Z026";274337;DOMÉSTICO;C/SAN JERONIMO, Nº, 5 -2 IZ;43377;15;22/04/2022;Sin Determinar;Sin determinar;2
"	Z026";274333;DOMÉSTICO;C/SAN JERONIMO, Nº, 5 -BJ IZ;2835;13;30/04/2019;Sin Determinar;Sin determinar;5
"	Z026";274325;DOMÉSTICO;C/SAN JERONIMO, Nº 1, Plt 3º, IZ;42370;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268144;DOMÉSTICO;C/SAN JERONIMO, Nº 3, Plt 03, IZ;42374;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274328;DOMÉSTICO;C/SAN JERONIMO, Nº 3, Plt 1º, DH;43431;15;20/07/2023;Sin Determinar;Sin determinar;1
"	Z026";274329;DOMÉSTICO;C/SAN JERONIMO, Nº 3, Plt 1º, IZ;42368;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";8745000;DOMÉSTICO;C/SAN JERONIMO, Nº 3, Plt 2º, DH;43430;15;20/07/2023;Sin Determinar;Sin determinar;1
"	Z026";267977;DOMÉSTICO;C/SAN JERONIMO, Nº 3, Plt BAJO, DH;43329;15;21/09/2021;Sin Determinar;Sin determinar;3
"	Z026";9304002;DOMÉSTICO;C/SAN JERONIMO, Nº 5, Plt 2º, DH;43364;15;01/10/2021;Sin Determinar;Sin determinar;3
"	Z026";3013301;DOMÉSTICO;C/SAN JERONIMO, Nº 5, Plt BAJO, DH;42373;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273622;DOMÉSTICO;C/SAN JOSE, Nº, 1;41621;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273617;DOMÉSTICO;C/SAN JOSE, Nº, 10;41625;15;05/11/2020;Sin Determinar;Sin determinar;4
"	Z026";275295;DOMÉSTICO;C/SAN JOSE, Nº, 14;41630;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268690;DOMÉSTICO;C/SAN JOSE, Nº, 16;41631;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273621;DOMÉSTICO;C/SAN JOSE, Nº, 3;41617;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273619;DOMÉSTICO;C/SAN JOSE, Nº, 6;41622;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273618;DOMÉSTICO;C/SAN JOSE, Nº, 8;41618;15;05/11/2020;Sin Determinar;Sin determinar;4
"	Z026";273620;DOMÉSTICO;C/SAN JOSE, Nº, 9;41629;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";58914;DOMÉSTICO;C/SAN JOSE, Nº 12;41626;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273959;DOMÉSTICO;C/SANTA ANA, Nº 13, BIS;41872;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275098;DOMÉSTICO;C/SANTA ANA, Nº 13;41873;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273956;DOMÉSTICO;C/SANTA ANA, Nº 2;43355;15;01/10/2021;Sin Determinar;Sin determinar;3
"	Z026";273961;DOMÉSTICO;C/SANTA ANA, Nº 3;41849;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268956;DOMÉSTICO;C/SANTA ANA, Nº 5, -CP-;41879;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268202;DOMÉSTICO;C/SANTA ANA, Nº 5;41882;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268915;DOMÉSTICO;C/SANTA ANA, Nº 5, Plt 1º, DH;41877;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268869;DOMÉSTICO;C/SANTA ANA, Nº 5, Plt 1º, IZ;41880;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268808;DOMÉSTICO;C/SANTA ANA, Nº 5, Plt 2º, DH;41876;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268897;DOMÉSTICO;C/SANTA ANA, Nº 5, Plt 2º, IZ;41878;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9469486;DOMÉSTICO;C/SANTA ANA, Nº 5, Plt BAJO, DH;41881;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268955;DOMÉSTICO;C/SANTA ANA, Nº 5, Plt BAJO, IZ;41883;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273958;DOMÉSTICO;C/SANTA ANA, Nº 8;41845;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267223;INDUSTRIAL;C/SANTA ANA, Nº 8, Plt BAJO;41850;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275056;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº, 1 -4 B;42525;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275049;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 1, -CP-;42519;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275051;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 1, Plt 1º, A;42522;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275052;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 1, Plt 1º, B;42526;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275053;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 1, Plt 2º, A;42527;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275054;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 1, Plt 2º, B;42520;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275057;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 1, Plt 3º, A;43200;15;08/03/2021;Sin Determinar;Sin determinar;3
"	Z026";59052;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 1, Plt 3º, B;42521;15;01/04/2021;Sin Determinar;Sin determinar;3
"	Z026";275055;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 1, Plt 4º, A;42528;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275061;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 3, -CP-;42517;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275064;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 3, Plt 1º, A;42518;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275065;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 3, Plt 1º, B;42504;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";59228;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 3, Plt 2º, A;42513;15;31/07/2023;Sin Determinar;Sin determinar;1
"	Z026";275101;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 3, Plt 2º, B;42514;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275062;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 3, Plt 3º, A;42511;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";267836;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 5, -CP-;42505;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275070;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 5, Plt 1º, DH;42508;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";9716052;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 5, Plt 2º, DH;42499;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";9865770;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 5, Plt 2º, IZ;42501;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275071;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 5, Plt 3º, DH;42507;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275072;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 5, Plt 3º, IZ;42503;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275067;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 5, Plt 4º, DH;42500;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";58950;DOMÉSTICO;C/SERRETA SAN NICOLAS, Nº 5, Plt 4º, IZ;42506;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z026";275493;DOMÉSTICO;C/VALDERROBRES, Nº 10;41655;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275494;DOMÉSTICO;C/VALDERROBRES, Nº 12;41665;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275487;DOMÉSTICO;C/VALDERROBRES, Nº 14;41671;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";3024516;DOMÉSTICO;C/VALDERROBRES, Nº 18;41670;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275587;DOMÉSTICO;C/VALDERROBRES, Nº 20;41666;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275488;DOMÉSTICO;C/VALDERROBRES, Nº 22;41669;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275490;DOMÉSTICO;C/VALDERROBRES, Nº 24;41668;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275491;DOMÉSTICO;C/VALDERROBRES, Nº 26;41667;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268924;DOMÉSTICO;C/VALDERROBRES, Nº 28;41673;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275489;DOMÉSTICO;C/VALDERROBRES, Nº 30;41674;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275482;DOMÉSTICO;C/VALDERROBRES, Nº 4;41657;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";266942;DOMÉSTICO;C/VALDERROBRES, Nº 6;41656;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275486;DOMÉSTICO;C/VALDERROBRES, Nº 8;41654;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";10024968;DOMÉSTICO;PLZA. CONVENTO, Nº 2, Plt 1º;42009;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274425;DOMÉSTICO;PLZA. CONVENTO, Nº 2, Plt 2º;42010;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274426;DOMÉSTICO;PLZA. CONVENTO, Nº 2, Plt 3º;42012;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274401;DOMÉSTICO;PLZA. CONVENTO, Nº 3, BIS -CP-;42022;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274412;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 1º, A;42038;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9922593;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 1º, A;42024;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274413;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 1º, C, E/1;42037;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275262;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 1º, D;42028;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274409;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 1º, E;42031;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267484;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 1º, F, E/2;42034;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274402;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 1º, G;42041;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274411;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 2º, A;42043;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275427;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 2º, B;42019;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274403;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 2º, C;42045;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274414;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 2º, C, E/1;42042;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274408;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 2º, D;42033;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274407;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 2º, E;42020;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";58992;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 2º, F, E/2;42023;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274420;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 3º, A;42017;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274418;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 3º, B;42018;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";267887;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 3º, C, E/2;42021;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274406;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 3º, D;42044;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";9669661;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Esc 1, Plt 3º, E;42040;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274419;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 3º, F;42026;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268194;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt 3º, G;42039;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274423;DOMÉSTICO;PLZA. CONVENTO, Nº 3, Plt BAJO, A;42030;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274421;INDUSTRIAL;PLZA. CONVENTO, Nº 3, Plt BAJO, D;42027;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274400;INDUSTRIAL;PLZA. CONVENTO, Nº 3, Plt BAJO, E;42032;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274572;DOMÉSTICO;PLZA. CONVENTO, Nº 4, Plt 1º, DH;42304;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";273571;DOMÉSTICO;PLZA. CONVENTO, Nº 4, Plt 1º, IZ;42295;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274396;DOMÉSTICO;PLZA. CONVENTO, Nº 4, Plt 2º, DH;42297;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274397;DOMÉSTICO;PLZA. CONVENTO, Nº 4, Plt 2º, IZ;42301;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274394;DOMÉSTICO;PLZA. CONVENTO, Nº 4, Plt 3º, DH;42296;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";58973;DOMÉSTICO;PLZA. CONVENTO, Nº 4, Plt 3º, IZ;42299;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275127;DOMÉSTICO;PLZA. CONVENTO, Nº 4, Plt 4º, DH;42303;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";266997;DOMÉSTICO;PLZA. CONVENTO, Nº 4, Plt 4º, IZ;42298;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";10023774;COMERCIAL;PLZA. CONVENTO, Nº 4, Plt BAJO, DH;42302;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";59288;COMERCIAL;PLZA. CONVENTO, Nº 4, Plt BAJO, IZ;42300;15;01/04/2024;Sin Determinar;Sin determinar;0
"	Z026";267148;DOMÉSTICO;PLZA. CONVENTO, Nº 5, -CP-;42347;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";268393;DOMÉSTICO;PLZA. CONVENTO, Nº 5, Plt 1º, DH;42372;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274389;DOMÉSTICO;PLZA. CONVENTO, Nº 5, Plt 1º, IZ;42365;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274393;DOMÉSTICO;PLZA. CONVENTO, Nº 5, Plt 2º, DH;42364;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275521;DOMÉSTICO;PLZA. CONVENTO, Nº 5, Plt 2º, IZ;42346;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274392;DOMÉSTICO;PLZA. CONVENTO, Nº 5, Plt 3º, DH;42359;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";275104;DOMÉSTICO;PLZA. CONVENTO, Nº 5, Plt 3º, IZ;42351;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274391;DOMÉSTICO;PLZA. CONVENTO, Nº 5, Plt 4º, DH;42360;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";3013288;DOMÉSTICO;PLZA. CONVENTO, Nº 5, Plt 4º, IZ;42352;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274387;DOMÉSTICO;PLZA. CONVENTO, Nº 6, Plt 1º, DH;42348;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274383;DOMÉSTICO;PLZA. CONVENTO, Nº 6, Plt 1º, IZ;42336;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274386;DOMÉSTICO;PLZA. CONVENTO, Nº 6, Plt 2º, DH;42349;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274382;DOMÉSTICO;PLZA. CONVENTO, Nº 6, Plt 2º, IZ;42341;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z026";274385;DOMÉSTICO;PLZA. CONVENTO, Nº 6, Plt 3º, DH;42355;15;01/10/2020;Sin Determinar;Sin determinar;4
