Zona;Contrato;Uso;Direccion Suministro;Contador;Diametro;F.Instalacion;Marca;Emplazamiento;Edad
"	Z014";275499;DOMÉSTICO;PTDA. CORRAL DE TADEO, Nº 54;41138;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z014";274984;DOMÉSTICO;PTDA. CORRAL DE TADEO, Nº 6;41142;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z014";275610;DOMÉSTICO;PTDA. CORRAL DE TADEO, Nº 7;41163;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z014";275607;DOMÉSTICO;PTDA. CORRAL DE TADEO, Nº 8;40847;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z014";59081;DOMÉSTICO;PTDA. CORRAL DE TADEO, Nº POL. 7, PARCELA 27;40848;15;01/07/2021;Sin Determinar;Sin determinar;3
"	Z014";267108;DOMÉSTICO;PTDA. LA CANYA, Nº 1;41148;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z016";274881;DOMÉSTICO; C/BARRANQUET, Nº 16;40596;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";275092;DOMÉSTICO; C/LA VENTA, Nº S/N, -CP-;40557;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";58963;DOMÉSTICO; C/NAVARRO, Nº 11;40691;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";59168;DOMÉSTICO; C/NAVARRO, Nº 4, BIS;43398;15;15/11/2022;Sin Determinar;Sin determinar;2
"	Z016";59180;DOMÉSTICO; C/NTRA. SEÑORA DEL ROSARIO, Nº 25;43406;15;24/02/2023;Sin Determinar;Sin determinar;1
"	Z016";275118;DOMÉSTICO; C/NTRA. SEÑORA DEL ROSARIO, Nº 8;40687;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274852;DOMÉSTICO; CM. CASTELLANOS, Nº 2, BIS;40679;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";275315;DOMÉSTICO; CM. SECANET, Nº 12;43321;15;16/09/2021;Sin Determinar;Sin determinar;3
"	Z016";275743;DOMÉSTICO;C/BARRANQUET, Nº, 10;40674;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274902;DOMÉSTICO;C/BARRANQUET, Nº, 13;40850;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274894;DOMÉSTICO;C/BARRANQUET, Nº, 14;42231;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z016";274901;DOMÉSTICO;C/BARRANQUET, Nº, 15;40587;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274900;DOMÉSTICO;C/BARRANQUET, Nº, 17;40589;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274899;DOMÉSTICO;C/BARRANQUET, Nº, 19;40591;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274883;DOMÉSTICO;C/BARRANQUET, Nº, 20;40568;15;27/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274898;DOMÉSTICO;C/BARRANQUET, Nº, 21;40592;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274884;DOMÉSTICO;C/BARRANQUET, Nº, 22;40657;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274886;DOMÉSTICO;C/BARRANQUET, Nº, 26;40573;15;27/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274887;DOMÉSTICO;C/BARRANQUET, Nº, 28;40576;15;27/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274888;DOMÉSTICO;C/BARRANQUET, Nº, 30;40603;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";267641;DOMÉSTICO;C/BARRANQUET, Nº, 31;40569;15;27/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274877;DOMÉSTICO;C/BARRANQUET, Nº, 37;40567;15;27/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274890;DOMÉSTICO;C/BARRANQUET, Nº, 4;40521;15;27/04/2020;Sin Determinar;Sin determinar;4
"	Z016";274875;DOMÉSTICO;C/BARRANQUET, Nº, 41;40571;15;27/08/2020;Sin Determinar;Sin determinar;4
"	Z016";267621;DOMÉSTICO;C/BARRANQUET, Nº, 43;43191;15;02/03/2021;Sin Determinar;Sin determinar;3
"	Z016";274891;DOMÉSTICO;C/BARRANQUET, Nº, 6;40590;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274905;DOMÉSTICO;C/BARRANQUET, Nº, 7;40606;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274892;DOMÉSTICO;C/BARRANQUET, Nº, 8;40671;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274904;DOMÉSTICO;C/BARRANQUET, Nº, 9;40605;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274903;DOMÉSTICO;C/BARRANQUET, Nº 11;40627;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274893;DOMÉSTICO;C/BARRANQUET, Nº 12;40595;15;02/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274882;DOMÉSTICO;C/BARRANQUET, Nº 18;40572;15;27/08/2020;Sin Determinar;Sin determinar;4
"	Z016";58975;DOMÉSTICO;C/BARRANQUET, Nº 2;40665;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274897;DOMÉSTICO;C/BARRANQUET, Nº 23;40594;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";59237;DOMÉSTICO;C/BARRANQUET, Nº 24;40574;15;01/10/2023;Sin Determinar;Sin determinar;1
"	Z016";274907;DOMÉSTICO;C/BARRANQUET, Nº 3;40672;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274879;DOMÉSTICO;C/BARRANQUET, Nº 33;40841;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z016";274878;DOMÉSTICO;C/BARRANQUET, Nº 35;40570;15;27/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274876;DOMÉSTICO;C/BARRANQUET, Nº 39;40676;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274906;DOMÉSTICO;C/BARRANQUET, Nº 5;40604;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";267571;DOMÉSTICO;C/LA VENTA, Nº, 11;40615;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275100;DOMÉSTICO;C/LA VENTA, Nº, 13;40614;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274864;DOMÉSTICO;C/LA VENTA, Nº, 15;40680;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274865;DOMÉSTICO;C/LA VENTA, Nº, 17;40559;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274863;DOMÉSTICO;C/LA VENTA, Nº, 19;42068;15;26/11/2020;Sin Determinar;Sin determinar;4
"	Z016";3011176;DOMÉSTICO;C/LA VENTA, Nº, 21;40682;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";268805;DOMÉSTICO;C/LA VENTA, Nº, 7;40616;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";9065987;OBRAS;C/LA VENTA, Nº, 9;40611;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275425;DOMÉSTICO;C/LA VENTA, Nº, S/N -BJ;40566;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274860;DOMÉSTICO;C/LA VENTA, Nº 1;40612;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274866;DOMÉSTICO;C/LA VENTA, Nº 2;42232;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z016";59172;DOMÉSTICO;C/LA VENTA, Nº 2, BIS;40609;15;01/01/2023;Sin Determinar;Sin determinar;1
"	Z016";274862;DOMÉSTICO;C/LA VENTA, Nº 5;40613;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274938;DOMÉSTICO;C/NAVARRO, Nº, 1;40675;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274857;DOMÉSTICO;C/NAVARRO, Nº, 10;40477;15;15/10/2019;Sin Determinar;Sin determinar;5
"	Z016";274856;DOMÉSTICO;C/NAVARRO, Nº, 12;40678;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274869;DOMÉSTICO;C/NAVARRO, Nº, 13;40607;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";9287664;DOMÉSTICO;C/NAVARRO, Nº, 14;40631;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";268799;DOMÉSTICO;C/NAVARRO, Nº, 15;40610;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274835;DOMÉSTICO;C/NAVARRO, Nº, 2;40714;15;10/09/2020;Sin Determinar;Sin determinar;4
"	Z016";275162;DOMÉSTICO;C/NAVARRO, Nº, 2 BIS;40602;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";9527159;DOMÉSTICO;C/NAVARRO, Nº, 3;40543;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275637;DOMÉSTICO;C/NAVARRO, Nº, 3 -BJ;40713;15;10/09/2020;Sin Determinar;Sin determinar;4
"	Z016";267907;COMERCIAL;C/NAVARRO, Nº, 4;2346;40;30/04/2019;Sin Determinar;Sin determinar;5
"	Z016";9190381;DOMÉSTICO;C/NAVARRO, Nº, 5;40600;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";9712073;OBRAS;C/NAVARRO, Nº, 5 A;40655;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274859;DOMÉSTICO;C/NAVARRO, Nº, 6;40840;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z016";274940;DOMÉSTICO;C/NAVARRO, Nº, 7;40597;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274858;DOMÉSTICO;C/NAVARRO, Nº, 8;40656;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";9838329;DOMÉSTICO;C/NAVARRO, Nº, 9;40599;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";275111;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 10;40547;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275710;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 11;40563;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275185;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 12;40686;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274932;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 13;40565;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275161;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 14;40551;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274933;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 15;40564;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275183;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 16;40685;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274934;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 17;40684;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";275135;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 18;40554;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274681;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 19;40561;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275089;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 22;40553;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274927;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 26;40556;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274936;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 27;43236;15;17/03/2021;Sin Determinar;Sin determinar;3
"	Z016";274929;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 3;40550;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275117;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 4;40537;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275134;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 6;40688;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274930;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 7;40549;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";9763061;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº, 9;40683;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274928;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº 1;42067;15;26/11/2020;Sin Determinar;Sin determinar;4
"	Z016";267671;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº 1, BAJO;40541;15;01/07/2020;Sin Determinar;Sin determinar;4
"	Z016";268601;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº 1, BIS;42966;15;20/01/2021;Sin Determinar;Sin determinar;3
"	Z016";267094;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº 2;40536;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274925;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº 20;40552;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";9481740;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº 21;40441;15;19/06/2019;Sin Determinar;Sin determinar;5
"	Z016";275133;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº 23;40562;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";59223;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº 24;40555;15;10/07/2023;Sin Determinar;Sin determinar;1
"	Z016";275396;DOMÉSTICO;C/NTRA. SEÑORA DEL ROSARIO, Nº 5;40548;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";267690;INDUSTRIAL;C/NTRA. SEÑORA DEL ROSARIO, Nº S/N, BAJO;40681;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";267968;DOMÉSTICO;C/PICO DEL FRAILE, Nº 1;40598;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274912;DOMÉSTICO;C/PICO DEL FRAILE, Nº 11, BIS;40625;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";9927256;DOMÉSTICO;C/PICO DEL FRAILE, Nº 12;43372;15;01/03/2022;Sin Determinar;Sin determinar;2
"	Z016";274871;DOMÉSTICO;C/PICO DEL FRAILE, Nº 2;40608;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";9746109;DOMÉSTICO;C/PICO DEL FRAILE, Nº 3;40618;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";275763;DOMÉSTICO;C/PICO DEL FRAILE, Nº 4;40619;15;03/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274872;DOMÉSTICO;C/PICO DEL FRAILE, Nº 6;40677;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";58976;DOMÉSTICO;C/PICO DEL FRAILE, Nº 8;40586;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";274854;DOMÉSTICO;CM. CASTELLANOS, Nº 1;40634;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";59057;DOMÉSTICO;CM. CASTELLANOS, Nº 1, UO-0122 M5-4;43287;15;01/04/2021;Sin Determinar;Sin determinar;3
"	Z016";274844;DOMÉSTICO;CM. CASTELLANOS, Nº 10;43373;15;01/03/2022;Sin Determinar;Sin determinar;2
"	Z016";274846;DOMÉSTICO;CM. CASTELLANOS, Nº 11;40636;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274845;DOMÉSTICO;CM. CASTELLANOS, Nº 13;40628;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274853;DOMÉSTICO;CM. CASTELLANOS, Nº 3;40689;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";59079;DOMÉSTICO;CM. CASTELLANOS, Nº 4;40629;15;01/07/2021;Sin Determinar;Sin determinar;3
"	Z016";274851;DOMÉSTICO;CM. CASTELLANOS, Nº 5;40635;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274849;DOMÉSTICO;CM. CASTELLANOS, Nº 6;40630;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274850;DOMÉSTICO;CM. CASTELLANOS, Nº 7;40632;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274847;DOMÉSTICO;CM. CASTELLANOS, Nº 8;40637;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274848;DOMÉSTICO;CM. CASTELLANOS, Nº 9, A;40633;15;01/09/2020;Sin Determinar;Sin determinar;4
"	Z016";9615193;DOMÉSTICO;CM. SECANET, Nº, 1;40712;15;10/09/2020;Sin Determinar;Sin determinar;4
"	Z016";3009789;DOMÉSTICO;CM. SECANET, Nº, 1 BJ;40690;15;09/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274842;DOMÉSTICO;CM. SECANET, Nº, 10;40709;15;10/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274843;DOMÉSTICO;CM. SECANET, Nº, 11;40710;15;10/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274839;DOMÉSTICO;CM. SECANET, Nº, 2;40580;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";268919;DOMÉSTICO;CM. SECANET, Nº, 3;40639;15;25/06/2020;Sin Determinar;Sin determinar;4
"	Z016";275664;DOMÉSTICO;CM. SECANET, Nº, 5;40578;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";268511;DOMÉSTICO;CM. SECANET, Nº, 7;40577;15;26/08/2020;Sin Determinar;Sin determinar;4
"	Z016";8611567;DOMÉSTICO;CM. SECANET, Nº, 7 225-CASA;40727;15;10/09/2020;Sin Determinar;Sin determinar;4
"	Z016";274841;DOMÉSTICO;CM. SECANET, Nº, 8;40711;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z016";268223;DOMÉSTICO;PORSELL, Nº, 1;42337;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z016";273907;DOMÉSTICO;PORSELL, Nº, 2;40843;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z016";275107;DOMÉSTICO;PORSELL, Nº, 3;40842;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z016";274942;DOMÉSTICO;TRAVESSERA DEL ROSER, Nº, 1;40545;15;01/07/2020;Sin Determinar;Sin determinar;4
"	Z016";275426;DOMÉSTICO;TRAVESSERA DEL ROSER, Nº, 11;40538;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275165;DOMÉSTICO;TRAVESSERA DEL ROSER, Nº, 5;40544;15;01/07/2020;Sin Determinar;Sin determinar;4
"	Z016";275188;DOMÉSTICO;TRAVESSERA DEL ROSER, Nº, 7;40539;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z016";275195;DOMÉSTICO;TRAVESSERA DEL ROSER, Nº, 9;40666;15;08/09/2020;Sin Determinar;Sin determinar;4
"	Z016";275160;DOMÉSTICO;TRAVESSERA DEL ROSER, Nº 3;40540;15;25/08/2020;Sin Determinar;Sin determinar;4
"	Z018";59263;DOMÉSTICO; C/CARRILES, Nº 69;43449;15;01/01/2024;Sin Determinar;Sin determinar;0
"	Z018";59188;DOMÉSTICO; C/OLMET, Nº 15, BAJO;40977;15;10/03/2023;Sin Determinar;Sin determinar;1
"	Z018";59234;DOMÉSTICO; C/PORTILLO, Nº 12;43438;15;02/10/2023;Sin Determinar;Sin determinar;1
"	Z018";58909;DOMÉSTICO; C/REY DON JAIME, Nº 3;40854;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";274255;DOMÉSTICO; C/SAN ANTONIO, Nº 7;761;13;30/04/2019;Sin Determinar;Sin determinar;5
"	Z018";273766;DOMÉSTICO; C/SANTA MARIA, Nº 6;41017;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";267224;INDUSTRIAL; PLZA. CONSTITUCION , Nº 2;41327;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";274014;DOMÉSTICO;C/CARRILES, Nº, 1;40999;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273995;DOMÉSTICO;C/CARRILES, Nº, 10;41028;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";275139;DOMÉSTICO;C/CARRILES, Nº, 10 -1;41054;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";8749450;DOMÉSTICO;C/CARRILES, Nº, 12;40995;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";9968572;DOMÉSTICO;C/CARRILES, Nº, 12 BIS;41000;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";268778;DOMÉSTICO;C/CARRILES, Nº, 14;41177;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273998;DOMÉSTICO;C/CARRILES, Nº, 16;41182;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";274009;DOMÉSTICO;C/CARRILES, Nº, 17;40997;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";8773847;DOMÉSTICO;C/CARRILES, Nº, 2;41029;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";274007;DOMÉSTICO;C/CARRILES, Nº, 21;41183;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";274001;DOMÉSTICO;C/CARRILES, Nº, 24;40952;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";274004;DOMÉSTICO;C/CARRILES, Nº, 29;41179;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";274003;DOMÉSTICO;C/CARRILES, Nº, 31;43193;15;02/03/2021;Sin Determinar;Sin determinar;3
"	Z018";8733239;DOMÉSTICO;C/CARRILES, Nº, 33;40954;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";275519;DOMÉSTICO;C/CARRILES, Nº, 35;40945;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273991;DOMÉSTICO;C/CARRILES, Nº, 4;41050;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273415;DOMÉSTICO;C/CARRILES, Nº, 41;40936;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";274013;DOMÉSTICO;C/CARRILES, Nº, 5;41004;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273410;DOMÉSTICO;C/CARRILES, Nº, 51;40930;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273413;DOMÉSTICO;C/CARRILES, Nº, 53;42194;15;01/12/2020;Sin Determinar;Sin determinar;4
"	Z018";275477;DOMÉSTICO;C/CARRILES, Nº, 55;43192;15;02/03/2021;Sin Determinar;Sin determinar;3
"	Z018";273438;DOMÉSTICO;C/CARRILES, Nº, 57;41094;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";10038897;DOMÉSTICO;C/CARRILES, Nº, 59;41088;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273409;DOMÉSTICO;C/CARRILES, Nº, 61;41089;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273408;DOMÉSTICO;C/CARRILES, Nº, 65;41170;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273405;DOMÉSTICO;C/CARRILES, Nº, 67;41169;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";275384;OBRAS;C/CARRILES, Nº, 7;40998;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273407;DOMÉSTICO;C/CARRILES, Nº, 71;41165;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";267843;DOMÉSTICO;C/CARRILES, Nº, 8;41042;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273994;DOMÉSTICO;C/CARRILES, Nº, 9;41003;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";8629960;DOMÉSTICO;C/CARRILES, Nº 11;41002;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";274011;DOMÉSTICO;C/CARRILES, Nº 15;41001;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";9965004;DOMÉSTICO;C/CARRILES, Nº 18;41181;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";10081613;DOMÉSTICO;C/CARRILES, Nº 19;41178;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";59264;DOMÉSTICO;C/CARRILES, Nº 22;41180;15;31/01/2024;Sin Determinar;Sin determinar;0
"	Z018";274006;DOMÉSTICO;C/CARRILES, Nº 23;42202;15;01/12/2020;Sin Determinar;Sin determinar;4
"	Z018";274005;DOMÉSTICO;C/CARRILES, Nº 27;41175;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";58948;DOMÉSTICO;C/CARRILES, Nº 34;40502;13;01/01/2020;Sin Determinar;Sin determinar;4
"	Z018";59248;DOMÉSTICO;C/CARRILES, Nº 36;40938;15;13/10/2023;Sin Determinar;Sin determinar;1
"	Z018";59249;DOMÉSTICO;C/CARRILES, Nº 37;43350;15;01/10/2023;Sin Determinar;Sin determinar;1
"	Z018";273416;DOMÉSTICO;C/CARRILES, Nº 39;43338;15;27/09/2021;Sin Determinar;Sin determinar;3
"	Z018";273414;DOMÉSTICO;C/CARRILES, Nº 43;40927;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";275298;DOMÉSTICO;C/CARRILES, Nº 43, BAJO;40933;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273412;DOMÉSTICO;C/CARRILES, Nº 45;40929;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";275084;DOMÉSTICO;C/CARRILES, Nº 47;41081;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273411;DOMÉSTICO;C/CARRILES, Nº 49;9;13;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";275602;DOMÉSTICO;C/CARRILES, Nº 63;41166;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";274158;DOMÉSTICO;C/CORTES, Nº, 24;40920;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";274157;DOMÉSTICO;C/CORTES, Nº, 25;40912;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";59050;DOMÉSTICO;C/CURA REIG, Nº, 1;40857;15;01/04/2021;Sin Determinar;Sin determinar;3
"	Z018";59095;DOMÉSTICO;C/CURA REIG, Nº, 3;40856;15;01/11/2021;Sin Determinar;Sin determinar;3
"	Z018";59097;DOMÉSTICO;C/CURA REIG, Nº 6;2129;13;01/10/2021;Sin Determinar;Sin determinar;3
"	Z018";275600;DOMÉSTICO;C/CURA REIG, Nº 8;40862;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273720;DOMÉSTICO;C/DIEZMO, Nº, 10;40869;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";9723824;DOMÉSTICO;C/DIEZMO, Nº, 12;40867;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";268896;DOMÉSTICO;C/DIEZMO, Nº, 13;40972;105;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";273705;DOMÉSTICO;C/DIEZMO, Nº, 15;40970;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z018";59120;DOMÉSTICO;C/DIEZMO, Nº, 16;40967;15;01/01/2022;Sin Determinar;Sin determinar;2
